-1,00	-0,75	-1,00	-1,00			1,79
-1,00	-0,75	-1,00	0,00			0,73
-1,00	-0,75	-1,00	1,00			-0,26
-1,00	-1,00	0,00	-1,00			2,94
-1,00	-1,00	0,00	0,00			2,03
-1,00	-1,00	0,00	1,00			0,96
-1,00	-1,00	1,00	-1,00			4,01
-1,00	-1,00	1,00	0,00			2,94
-1,00	-1,00	1,00	1,00			2,14
-1,00	0,00	-1,00	-1,00			1,08
-1,00	0,00	-1,00	0,00			-0,18
-1,00	0,00	-1,00	1,00			-1,02
-1,00	0,00	0,00	-1,00			1,99
-1,00	0,00	0,00	0,00			0,93
-1,00	0,00	0,00	1,00			-0,36
-1,00	0,00	1,00	-1,00			3,12
-1,00	0,00	1,00	0,00			2,25
-1,00	0,00	1,00	1,00			1,00
-1,00	1,00	-1,00	-1,00			0,01
-1,00	1,00	-1,00	0,00			-1,04
-1,00	1,00	-1,00	1,00			-2,07
-1,00	1,00	0,00	-1,00			1,04
-1,00	1,00	0,00	0,00			0,15
-1,00	1,00	0,00	1,00			-1,05
-0,75	1,00	1,00	-1,00			2,07
-0,75	1,00	1,00	0,00			0,88
-0,75	1,00	1,00	1,00			0,35
0,00	-1,00	-1,00	-1,00			4,30
0,00	-1,00	-1,00	0,00			2,95
0,00	-1,00	-1,00	1,00			1,82
0,00	-1,00	0,00	-1,00			4,06
0,00	-1,00	0,00	0,00			2,79
0,00	-1,00	0,00	1,00			2,23
0,00	-0,75	1,00	-1,00			3,55
0,00	-0,75	1,00	0,00			2,83
0,00	-0,75	1,00	1,00			1,89
0,00	0,00	-1,00	-1,00			2,99
0,00	0,00	-1,00	0,00			2,02
0,00	0,00	-1,00	1,00			1,42
0,00	0,00	0,00	-1,00			2,89
0,00	0,00	0,00	0,00			1,64
0,00	0,00	0,00	1,00			0,77
0,00	0,00	1,00	-1,00			3,08
0,00	0,00	1,00	0,00			1,95
0,00	0,00	1,00	1,00			1,07
0,00	1,00	-1,00	-1,00			2,07
0,00	1,00	-1,00	0,00			1,04
0,00	1,00	-1,00	1,00			0,02
0,00	1,00	0,00	-1,00			1,99
0,00	1,00	0,00	0,00			0,93
0,00	1,00	0,00	1,00			-0,01
0,00	1,00	1,00	-1,00			1,91
0,00	1,00	1,00	0,00			1,02
0,00	1,00	1,00	1,00			0,00
0,75	-1,00	-1,00	-1,00			5,61
0,75	-1,00	-1,00	0,00			4,65
0,75	-1,00	-1,00	1,00			3,68
1,00	-1,00	0,00	-1,00			4,84
1,00	-1,00	0,00	0,00			4,13
1,00	-1,00	0,00	1,00			3,05
1,00	-1,00	1,00	-1,00			3,81
1,00	-1,00	1,00	0,00			3,15
1,00	-1,00	1,00	1,00			2,05
1,00	0,00	-1,00	-1,00			5,01
1,00	0,00	-1,00	0,00			4,29
1,00	0,00	-1,00	1,00			3,03
1,00	0,00	0,00	-1,00			4,16
1,00	0,00	0,00	0,00			2,96
1,00	0,00	0,00	1,00			1,83
1,00	0,00	1,00	-1,00			2,86
1,00	0,00	1,00	0,00			1,93
1,00	0,00	1,00	1,00			0,97
1,00	1,00	-1,00	-1,00			4,10
1,00	1,00	-1,00	0,00			3,07
1,00	1,00	-1,00	1,00			2,05
1,00	1,00	0,00	-1,00			2,74
1,00	1,00	0,00	0,00			2,06
1,00	1,00	0,00	1,00			1,01
1,00	1,00	1,00	-1,00			2,01
1,00	1,00	1,00	0,00			1,13
1,00	1,00	1,00	1,00			0,02
0	0	0	0			0,71
0	0	0	0			1,03
0	0	0	0			0,93
0	0	0	0			1,05
0	0	0	0			1,27
0	0	0	0			0,81
